pcm_LOGenergy_sma;f0env_sma;pcm_fftMag_mfcc_0_;pcm_fftMag_mfcc_1_;pcm_fftMag_mfcc_2_;pcm_fftMag_mfcc_3_;pcm_fftMag_mfcc_4_;pcm_fftMag_mfcc_5_;pcm_fftMag_mfcc_6_;pcm_fftMag_mfcc_7_;pcm_fftMag_mfcc_8_;pcm_fftMag_mfcc_9_;pcm_fftMag_mfcc_10_;pcm_fftMag_mfcc_11_;pcm_fftMag_mfcc_12_;patient_id;create_date
-10.235740099941;239.799725693488;-0.131187078031389;0.443335478493016;-0.574156796721051;-0.141530461772074;-8.20116308776874;-12.4153001700541;-2.94037783979618;-5.5969740105707;2.90389185880159;-6.871331770753;4.83257056289032;-6.37768319177259;120.297592277199;102;2018-01-05
-11.3638741712846;0;-27.7748658690176;-16.1566413060957;-6.49141243337531;-9.53053690501259;-5.77862124085642;-4.95321286952141;-10.9589892822418;-6.10599335178841;3.99254402428212;-10.6663239364736;-5.29314307697733;-3.20503243823426;110.421976926952;102;2018-01-05
-14.695995264932;213.139169024246;-11.8088267797398;-8.68632769635157;-7.47100447937132;-11.7784850619341;-7.42481264417918;-7.86691065477055;-0.847250578837374;-5.06495859653164;-0.590921676819929;-3.31975665842933;-3.44025098704494;-4.50196945325849;86.8304596806623;102;2018-01-05
-16.0264201036269;170.387120699482;-14.2161635292746;-0.115178413290155;3.88554492760881;-5.07100479002073;2.66263445010104;-3.35065975075907;0.236763473031088;2.8654927511658;-0.488747181580311;0.0065712241450777;2.82238583048446;0.443019660129534;76.2234532124352;102;2018-01-05
-19.697292893401;91.5970720304569;-12.0007367411168;-1.91747400984772;-0.894816508121827;-1.29063871167513;0.994192357360406;-4.1475877251269;4.19701001025381;1.60258109925888;2.54578688847716;-2.04401700532995;4.86003576299492;0.398646246142132;61.3467495939086;102;2018-01-05
-14.8343884314364;237.874493474555;-15.0500052123314;-5.97046803195061;-9.73745248825094;-11.1572237581825;-4.06744947305064;-12.1250419209531;-1.27196077363023;-5.51345755979579;-3.29645229797944;-2.60626720357596;-3.1831911295089;-4.34343714465831;81.9761927450489;102;2018-01-05
-10.8480024762218;169.644529269376;-2.52489551791065;-12.4319075336801;0.840345431600477;-17.5360090477028;2.35909596182205;-3.53242327120951;0.192920935363666;5.53801855543097;2.42706764509972;-9.30902772087165;4.39117205001432;-1.99802949509962;116.812904765509;102;2018-01-06
-9.90449827252503;74.8522573711531;-0.248907342349648;-14.0913430644791;0.885954460153207;-13.3050639930812;0.4241074647297;-4.09199855594142;-1.78155656969855;2.76791763448276;1.8440483542432;-7.86486602728217;4.71339600660137;-5.82476926264071;123.67046168706;102;2018-01-06
-11.0195903066139;42.3339937922358;-0.691629793345435;-5.50171010598131;6.42969072661035;-7.83024018167505;3.47641148439504;-4.0467813953936;-0.853584007896118;-4.07573708571136;-0.338024471868228;2.08129492111467;4.9374170148005;1.66154285701941;116.920999644141;102;2018-01-06
-11.7158150471042;263.570214803089;-2.72070891236525;-1.66042513064865;0.0996627142957529;-9.54323119901544;-0.289333855386873;-11.2511509458795;2.42421144264402;-14.9532122292664;2.56159991477683;-4.41015115602239;2.14799612396216;-4.51994809991351;110.001699405405;102;2018-01-06
-11.3053037902224;253.673508723703;-17.2324708244841;-24.9824725956702;1.3928485987788;-17.4345426727496;-12.1120279305239;9.03543249073332;-4.19536964271869;2.05618950885694;8.1339439581681;-22.1684066100601;-7.06295657825065;2.41941645782729;106.767193406131;102;2018-01-06
-13.7128125272816;85.888252507952;-9.72344107255444;-23.1823423731123;-9.79951573301077;-0.799674318102692;2.17872035624492;-3.48503005383264;2.93688179221801;1.09778128797455;-0.148976708048985;-18.2481157780817;-3.12498346017739;-10.1729135331708;93.908455838023;102;2018-01-06
-12.0386654919461;194.86308301822;-12.1190475743702;-22.3259188038879;-2.85358547514893;-11.2475636434762;-4.62245134741471;-6.26539679539939;-2.35794942896636;-6.22031954277568;-5.36316586957613;-9.53290912407379;-0.464655393198442;-5.14623147937193;103.672195401373;102;2018-01-06
-11.4688741976511;235.465567799451;-16.3281969260144;-15.580079798561;-5.19693558228365;-9.58671755889327;-5.54869057938907;-8.83064673457637;-5.20954806149918;-6.56172179729368;-6.2202476931033;-13.8290877427216;-1.79595116392102;-4.09555977026523;107.400772668956;102;2018-01-06
-13.3506445883477;261.099972106017;-9.93776506599475;-19.1781168129895;-13.7829685207979;-6.26022757953295;0.482153110639446;-9.15658186272397;5.78787165499618;1.11971771260554;-1.37104732031686;-12.6068534979776;-0.624978626600764;-8.30970312319007;96.0194783500477;102;2018-01-06
-10.8958198608126;219.53623012713;-15.9415906794805;-19.751087305636;-6.11537784331102;-15.9514995084387;-12.8016659357996;-6.37547443712808;-8.99081971202651;-9.17104083069742;-4.63436051706324;-18.8120385229771;-5.41676097418556;-3.31375884566964;110.609792855832;102;2018-01-06
-13.0931412943034;266.025329639329;-10.3345972566817;-19.8046764230236;-9.42550302793096;-6.95201540490126;-1.85285675147141;-14.0515707105131;-4.03134104876336;-6.03742348708182;-1.03963580796944;-11.863455481971;-3.47478849245395;-3.75164329932527;97.2274473074522;102;2018-01-07
-13.6896139089166;154.509975364334;-3.78535951375561;-5.74695469317416;2.56073532185091;-2.85014216340844;-0.548951381875839;-5.12204734322627;-2.65379014343049;-2.84300469594957;2.14853623934468;-1.01296908108437;-0.928004713277085;-3.03847896033126;96.3891702540748;102;2018-01-07
-18.667041319797;307.461633451777;-11.1302670340102;-1.04578694614213;2.20774175598985;2.39079118092386;5.68548284532995;-3.07476104416244;1.43821292786802;-0.220764965532995;3.45972730862944;2.15551488441624;2.57804092822335;-0.329573534365482;68.4077606598985;102;2018-01-07
-14.7063686159461;212.350036508382;-12.6300919664404;-8.2543420460455;-4.97538130034642;-6.71309476270153;-1.94382679545952;-8.38154273580629;-5.88305640571105;-9.07977167712345;4.27952478648729;-5.26854758795797;1.15864984454081;-1.3061439729742;85.0409934410845;102;2018-01-07
-11.7359799011242;240.899469655084;-14.5569124710454;-11.0438139887712;-3.51642349019711;-17.53005790891;-11.317514047653;-10.1461559279536;-7.41719446276809;-16.3038086023166;-4.30714021024374;-9.39411964146327;-0.117002887309594;-5.82907817448585;103.499581695197;102;2018-01-07
-13.5271436794356;215.534681280725;-12.337623327405;-12.4375028043224;-3.70891268891004;-13.980098727159;-4.29552380795652;-9.46214230028617;-3.14449959869677;-12.0109569208629;2.80478292003755;-7.0097350257992;-1.73736417831552;-2.16255873939169;91.7263119408798;102;2018-01-07
-13.2389637272261;198.507445478251;0.681587353647211;-2.9826586262401;-9.90824151244927;-16.9981226892628;3.53350494373969;-5.67759165615526;-2.92617111470023;-7.33857587464934;2.80976594003205;-6.60738168969677;-2.07634997360687;-3.04954389847637;97.6339833204281;102;2018-01-07
-14.4034212371134;23.9547534020619;-5.68894981371134;-4.75815642634021;-8.89446685319588;-1.1811868814433;0.861502388659794;-5.45626481360825;-2.60330777680412;0.438254558701031;3.61358401340206;-7.70281146684536;8.78749257216495;2.0140737414433;89.5966255670103;102;2018-01-07
-15.6662871700527;236.241569749185;-4.61235816421595;0.216455184289942;-2.17059122321445;-6.269667282308;-0.311764875279834;-5.54651717599799;-2.27069171503251;-1.3892920185079;3.07683028224204;-12.9328722957309;-9.99774247998997;-9.01590963971804;83.0158733809882;102;2018-01-08
-11.7427189095195;230.577670699712;-9.18641487983128;-10.0422406559844;-2.80875330745796;-19.1150915410826;-17.6625621464395;-13.2257111325763;-4.59640479024989;-5.76205876815693;-3.4016528531175;-7.22663050618413;-2.13429948121654;-4.73821165556182;106.31919955393;102;2018-01-08
-10.7551644146727;168.557169308221;-4.59897762079018;-8.0233419033252;-1.72236866804947;-5.29600418090839;-2.1894869743684;-10.0323935195034;-8.36397321996636;-6.45281804490366;0.128018624270615;-10.9940624625148;-7.98602001376459;-5.59618040088978;116.418526537945;102;2018-01-08
-11.6018796228731;204.501299983264;2.26552502250686;-0.29035697645523;0.0407178619974895;-4.57591440206248;0.16450644883682;-7.95044532482773;-2.48866955072441;0.521524150032915;2.2768422597735;-9.58748482179358;-6.17134421856736;-3.122157260494;112.390181425384;102;2018-01-08
